sequence,author
"['no', 'milk', 'for\n', 'the', 'coffee,', 'but', 'there', 'was', 'water,', 'and', 'everything', 'else', 'you', 'could', 'want,\n', 'and', 'a', 'charcoal', 'stove', 'and', 'the', 'fixings', 'for', 'it,', 'and']",MarkTwain
"['pipes', 'and', 'cigars', 'and\n', 'matches;', 'and', 'wine', 'and', 'liquor,', 'which', ""warn't"", 'in', 'our', 'line;', 'and', 'books,', 'and\n', 'maps,', 'and', 'charts,', 'and', 'an', 'accordion;', 'and', 'furs,']",MarkTwain
"['and', 'blankets,', 'and', 'no', 'end\n', 'of', 'rubbish,', 'like', 'brass', 'beads', 'and', 'brass', 'jewelry,', 'which', 'Tom', 'said', 'was\n', 'a', 'sure', 'sign', 'that', 'he', 'had', 'an', 'idea']",MarkTwain
"['of', 'visiting', 'among', 'savages.', 'There', 'was\n', 'money,', 'too.', 'Yes,', 'the', 'professor', 'was', 'well', 'enough', 'fixed.\n', '\n', 'After', 'breakfast', 'Tom', 'learned', 'me', 'and', 'Jim', 'how', 'to']",MarkTwain
"['steer,', 'and', 'divided', 'us', 'all\n', 'up', 'into', 'four-hour', 'watches,', 'turn', 'and', 'turn', 'about;', 'and', 'when', 'his', 'watch', 'was\n', 'out', 'I', 'took', 'his', 'place,', 'and', 'he']",MarkTwain
"['got', 'out', 'the', ""professor's"", 'papers', 'and', 'pens', 'and\n', 'wrote', 'a', 'letter', 'home', 'to', 'his', 'aunt', 'Polly,', 'telling', 'her', 'everything', 'that', 'had\n', 'happened', 'to', 'us,', 'and']",MarkTwain
"['dated', 'it', 'ï¿½IN', 'THE', 'WELKIN,', 'APPROACHING', 'ENGLAND,ï¿½', 'and\n', 'folded', 'it', 'together', 'and', 'stuck', 'it', 'fast', 'with', 'a', 'red', 'wafer,', 'and', 'directed', 'it,\n', 'and', 'wrote', 'above']",MarkTwain
"['the', 'direction,', 'in', 'big', 'writing,', 'ï¿½FROM', 'TOM', 'SAWYER,', 'THE\n', 'ERRONORT,ï¿½', 'and', 'said', 'it', 'would', 'stump', 'old', 'Nat', 'Parsons,', 'the', 'postmaster,', 'when\n', 'it', 'come', 'along', 'in']",MarkTwain
"['the', 'mail.', 'I', 'says:\n', '\n', 'ï¿½Tom', 'Sawyer,', 'this', ""ain't"", 'no', 'welkin,', ""it's"", 'a', 'balloon.ï¿½\n', '\n', 'ï¿½Well,', 'now,', 'who', 'SAID', 'it', 'was', 'a', 'welkin,', 'smarty?ï¿½\n', '\n']",MarkTwain
"[""ï¿½You've"", 'wrote', 'it', 'on', 'the', 'letter,', 'anyway.ï¿½\n', '\n', 'ï¿½What', 'of', 'it?', 'That', ""don't"", 'mean', 'that', 'the', ""balloon's"", 'the', 'welkin.ï¿½\n', '\n', 'ï¿½Oh,', 'I', 'thought', 'it', 'did.']",MarkTwain
"['Well,', 'then,', 'what', 'is', 'a', 'welkin?ï¿½\n', '\n', 'I', 'see', 'in', 'a', 'minute', 'he', 'was', 'stuck.', 'He', 'raked', 'and', 'scraped', 'around', 'in', 'his', 'mind,\n', 'but', 'he']",MarkTwain
"[""couldn't"", 'find', 'nothing,', 'so', 'he', 'had', 'to', 'say:\n', '\n', 'ï¿½I', ""don't"", 'know,', 'and', 'nobody', ""don't"", 'know.', ""It's"", 'just', 'a', 'word,', 'and', ""it's"", 'a\n', 'mighty', 'good']",MarkTwain
"['word,', 'too.', 'There', ""ain't"", 'many', 'that', 'lays', 'over', 'it.', 'I', ""don't\n"", 'believe', ""there's"", 'ANY', 'that', 'does.ï¿½\n', '\n', 'ï¿½Shucks!ï¿½', 'I', 'says.', 'ï¿½But', 'what', 'does', 'it', ""MEAN?--that's""]",MarkTwain
"['the', ""p'int.ï¿½\n"", '\n', 'ï¿½I', ""don't"", 'know', 'what', 'it', 'means,', 'I', 'tell', 'you.', ""It's"", 'a', 'word', 'that', 'people', 'uses\n', 'for--for--well,', ""it's"", 'ornamental.', 'They', ""don't"", 'put', 'ruffles']",MarkTwain
"['on', 'a', 'shirt', 'to\n', 'keep', 'a', 'person', 'warm,', 'do', 'they?ï¿½\n', '\n', 'ï¿½Course', 'they', ""don't.ï¿½\n"", '\n', 'ï¿½But', 'they', 'put', 'them', 'ON,', ""don't"", 'they?ï¿½\n', '\n', 'ï¿½Yes.ï¿½\n', '\n']",MarkTwain
"['ï¿½All', 'right,', 'then;', 'that', 'letter', 'I', 'wrote', 'is', 'a', 'shirt,', 'and', 'the', ""welkin's"", 'the\n', 'ruffle', 'on', 'it.ï¿½\n', '\n', 'I', 'judged', 'that', 'that', 'would', 'gravel', 'Jim,']",MarkTwain
"['and', 'it', 'did.\n', '\n', 'ï¿½Now,', 'Mars', 'Tom,', 'it', ""ain't"", 'no', 'use', 'to', 'talk', 'like', 'dat;', 'en,', 'moreover,', ""it's\n"", 'sinful.', 'You', 'knows', 'a', 'letter', ""ain't"", 'no']",MarkTwain
"['shirt,', 'en', 'dey', ""ain't"", 'no', 'ruffles', 'on\n', 'it,', 'nuther.', 'Dey', ""ain't"", 'no', 'place', 'to', 'put', ""'em"", 'on;', 'you', ""can't"", 'put', 'em', 'on,', 'and\n', 'dey', ""wouldn't""]",MarkTwain
"['stay', 'ef', 'you', 'did.ï¿½\n', '\n', 'ï¿½Oh', 'DO', 'shut', 'up,', 'and', 'wait', 'till', ""something's"", 'started', 'that', 'you', 'know\n', 'something', 'about.ï¿½\n', '\n', 'ï¿½Why,', 'Mars', 'Tom,', 'sholy', 'you']",MarkTwain
"[""can't"", 'mean', 'to', 'say', 'I', ""don't"", 'know', 'about', 'shirts,\n', 'when,', 'goodness', 'knows,', ""I's"", 'toted', 'home', 'de', ""washin'"", 'ever', 'sence--ï¿½\n', '\n', 'ï¿½I', 'tell', 'you,', 'this', ""hasn't""]",MarkTwain
"['got', 'anything', 'to', 'do', 'with', 'shirts.', 'I', 'only--ï¿½\n', '\n', 'ï¿½Why,', 'Mars', 'Tom,', 'you', 'said', ""yo'self"", 'dat', 'a', 'letter--ï¿½\n', '\n', 'ï¿½Do', 'you', 'want', 'to', 'drive', 'me']",MarkTwain
"['crazy?', 'Keep', 'still.', 'I', 'only', 'used', 'it', 'as', 'a\n', 'metaphor.ï¿½\n', '\n', 'That', 'word', 'kinder', 'bricked', 'us', 'up', 'for', 'a', 'minute.', 'Then', 'Jim', 'says--rather\n', 'timid,', 'because']",MarkTwain
"['he', 'see', 'Tom', 'was', 'getting', 'pretty', 'tetchy:\n', '\n', 'ï¿½Mars', 'Tom,', 'what', 'is', 'a', 'metaphor?ï¿½\n', '\n', 'ï¿½A', ""metaphor's"", 'a--well,', ""it's"", 'a--a--a', ""metaphor's"", 'an', 'illustration.ï¿½', 'He', 'see\n']",MarkTwain
"['THAT', ""didn't"", 'git', 'home,', 'so', 'he', 'tried', 'again.', 'ï¿½When', 'I', 'say', 'birds', 'of', 'a', 'feather\n', 'flocks', 'together,', ""it's"", 'a', 'metaphorical', 'way', 'of', 'saying--ï¿½\n', '\n', 'ï¿½But']",MarkTwain
"['dey', ""DON'T,"", 'Mars', 'Tom.', 'No,', 'sir,', ""'deed"", 'dey', ""don't."", 'Dey', ""ain't"", 'no\n', 'feathers', ""dat's"", 'more', 'alike', 'den', 'a', 'bluebird', 'en', 'a', 'jaybird,', 'but', 'ef', 'you']",MarkTwain
"['waits\n', 'till', 'you', 'catches', 'dem', 'birds', 'together,', ""you'll--ï¿½\n"", '\n', 'ï¿½Oh,', 'give', 'us', 'a', 'rest!', 'You', ""can't"", 'get', 'the', 'simplest', 'little', 'thing', 'through\n', 'your', 'thick', 'skull.']",MarkTwain
"['Now', ""don't"", 'bother', 'me', 'any', 'more.ï¿½\n', '\n', 'Jim', 'was', 'satisfied', 'to', 'stop.', 'He', 'was', 'dreadful', 'pleased', 'with', 'himself', 'for\n', 'catching', 'Tom', 'out.', 'The', 'minute', 'Tom']",MarkTwain
"['begun', 'to', 'talk', 'about', 'birds', 'I', 'judged', 'he\n', 'was', 'a', 'goner,', 'because', 'Jim', 'knowed', 'more', 'about', 'birds', 'than', 'both', 'of', 'us', 'put\n', 'together.', 'You', 'see,']",MarkTwain
"['he', 'had', 'killed', 'hundreds', 'and', 'hundreds', 'of', 'them,', 'and\n', ""that's"", 'the', 'way', 'to', 'find', 'out', 'about', 'birds.', ""That's"", 'the', 'way', 'people', 'does', 'that\n', 'writes', 'books']",MarkTwain
"['about', 'birds,', 'and', 'loves', 'them', 'so', 'that', ""they'll"", 'go', 'hungry', 'and\n', 'tired', 'and', 'take', 'any', 'amount', 'of', 'trouble', 'to', 'find', 'a', 'new', 'bird', 'and', 'kill']",MarkTwain
"['it.\n', 'Their', 'name', 'is', 'ornithologers,', 'and', 'I', 'could', 'have', 'been', 'an', 'ornithologer\n', 'myself,', 'because', 'I', 'always', 'loved', 'birds', 'and', 'creatures;', 'and', 'I', 'started', 'out', 'to\n']",MarkTwain
"['learn', 'how', 'to', 'be', 'one,', 'and', 'I', 'see', 'a', 'bird', 'setting', 'on', 'a', 'limb', 'of', 'a', 'high', 'tree,\n', 'singing', 'with', 'its', 'head', 'tilted', 'back', 'and']",MarkTwain
"['its', 'mouth', 'open,', 'and', 'before', 'I\n', 'thought', 'I', 'fired,', 'and', 'his', 'song', 'stopped', 'and', 'he', 'fell', 'straight', 'down', 'from', 'the\n', 'limb,', 'all', 'limp', 'like', 'a']",MarkTwain
"['rag,', 'and', 'I', 'run', 'and', 'picked', 'him', 'up', 'and', 'he', 'was', 'dead,\n', 'and', 'his', 'body', 'was', 'warm', 'in', 'my', 'hand,', 'and', 'his', 'head', 'rolled', 'about']",MarkTwain
"['this', 'way', 'and\n', 'that,', 'like', 'his', 'neck', 'was', 'broke,', 'and', 'there', 'was', 'a', 'little', 'white', 'skin', 'over\n', 'his', 'eyes,', 'and', 'one', 'little', 'drop', 'of', 'blood']",MarkTwain
"['on', 'the', 'side', 'of', 'his', 'head;', 'and,\n', 'laws!', 'I', ""couldn't"", 'see', 'nothing', 'more', 'for', 'the', 'tears;', 'and', 'I', ""hain't"", 'never\n', 'murdered', 'no', 'creature', 'since', 'that']",MarkTwain
"[""warn't"", 'doing', 'me', 'no', 'harm,', 'and', 'I', ""ain't\n"", 'going', 'to.\n', '\n', 'But', 'I', 'was', 'aggravated', 'about', 'that', 'welkin.', 'I', 'wanted', 'to', 'know.', 'I', 'got', 'the\n']",MarkTwain
"['subject', 'up', 'again,', 'and', 'then', 'Tom', 'explained,', 'the', 'best', 'he', 'could.', 'He', 'said\n', 'when', 'a', 'person', 'made', 'a', 'big', 'speech', 'the', 'newspapers', 'said', 'the', 'shouts']",MarkTwain
"['of', 'the\n', 'people', 'made', 'the', 'welkin', 'ring.', 'He', 'said', 'they', 'always', 'said', 'that,', 'but', 'none', 'of\n', 'them', 'ever', 'told', 'what', 'it', 'was,', 'so', 'he', 'allowed']",MarkTwain
"['it', 'just', 'meant', 'outdoors', 'and', 'up\n', 'high.', 'Well,', 'that', 'seemed', 'sensible', 'enough,', 'so', 'I', 'was', 'satisfied,', 'and', 'said\n', 'so.', 'That', 'pleased', 'Tom', 'and', 'put', 'him']",MarkTwain
"['in', 'a', 'good', 'humor', 'again,', 'and', 'he', 'says:\n', '\n', 'ï¿½Well,', ""it's"", 'all', 'right,', 'then;', 'and', ""we'll"", 'let', 'bygones', 'be', 'bygones.', 'I', ""don't\n"", 'know', 'for', 'certain']",MarkTwain
"['what', 'a', 'welkin', 'is,', 'but', 'when', 'we', 'land', 'in', 'London', ""we'll"", 'make\n', 'it', 'ring,', 'anyway,', 'and', ""don't"", 'you', 'forget', 'it.ï¿½\n', '\n', 'He', 'said', 'an', 'erronort']",MarkTwain
"['was', 'a', 'person', 'who', 'sailed', 'around', 'in', 'balloons;', 'and', 'said\n', 'it', 'was', 'a', 'mighty', 'sight', 'finer', 'to', 'be', 'Tom', 'Sawyer', 'the', 'Erronort', 'than', 'to', 'be']",MarkTwain
"['Tom\n', 'Sawyer', 'the', 'Traveler,', 'and', 'we', 'would', 'be', 'heard', 'of', 'all', 'round', 'the', 'world,', 'if\n', 'we', 'pulled', 'through', 'all', 'right,', 'and', 'so', 'he', ""wouldn't"", 'give']",MarkTwain
"['shucks', 'to', 'be', 'a\n', 'traveler', 'now.\n', '\n', 'Toward', 'the', 'middle', 'of', 'the', 'afternoon', 'we', 'got', 'everything', 'ready', 'to', 'land,\n', 'and', 'we', 'felt', 'pretty', 'good,', 'too,']",MarkTwain
"['and', 'proud;', 'and', 'we', 'kept', 'watching', 'with', 'the\n', 'glasses,', 'like', 'Columbus', 'discovering', 'America.', 'But', 'we', ""couldn't"", 'see', 'nothing\n', 'but', 'ocean.', 'The', 'afternoon', 'wasted', 'out', 'and']",MarkTwain
"['the', 'sun', 'shut', 'down,', 'and', 'still\n', 'there', ""warn't"", 'no', 'land', 'anywheres.', 'We', 'wondered', 'what', 'was', 'the', 'matter,', 'but\n', 'reckoned', 'it', 'would', 'come', 'out', 'all', 'right,']",MarkTwain
"['so', 'we', 'went', 'on', 'steering', 'east,', 'but\n', 'went', 'up', 'on', 'a', 'higher', 'level', 'so', 'we', ""wouldn't"", 'hit', 'any', 'steeples', 'or', 'mountains\n', 'in', 'the', 'dark.\n', '\n']",MarkTwain
"['It', 'was', 'my', 'watch', 'till', 'midnight,', 'and', 'then', 'it', 'was', ""Jim's;"", 'but', 'Tom', 'stayed', 'up,\n', 'because', 'he', 'said', 'ship', 'captains', 'done', 'that', 'when', 'they', 'was']",MarkTwain
"['making', 'the', 'land,\n', 'and', ""didn't"", 'stand', 'no', 'regular', 'watch.\n', '\n', 'Well,', 'when', 'daylight', 'come,', 'Jim', 'give', 'a', 'shout,', 'and', 'we', 'jumped', 'up', 'and', 'looked\n', 'over,']",MarkTwain
"['and', 'there', 'was', 'the', 'land', 'sure', 'enough--land', 'all', 'around,', 'as', 'far', 'as', 'you\n', 'could', 'see,', 'and', 'perfectly', 'level', 'and', 'yaller.', 'We', ""didn't"", 'know', 'how', 'long']",MarkTwain
"[""we'd\n"", 'been', 'over', 'it.', 'There', ""warn't"", 'no', 'trees,', 'nor', 'hills,', 'nor', 'rocks,', 'nor', 'towns,\n', 'and', 'Tom', 'and', 'Jim', 'had', 'took', 'it', 'for', 'the', 'sea.', 'They']",MarkTwain
"['took', 'it', 'for', 'the', 'sea', 'in', 'a\n', 'dead', ""ca'm;"", 'but', 'we', 'was', 'so', 'high', 'up,', 'anyway,', 'that', 'if', 'it', 'had', 'been', 'the', 'sea\n', 'and', 'rough,']",MarkTwain
"['it', 'would', ""'a'"", 'looked', 'smooth,', 'all', 'the', 'same,', 'in', 'the', 'night,', 'that\n', 'way.\n', '\n', 'We', 'was', 'all', 'in', 'a', 'powerful', 'excitement', 'now,', 'and', 'grabbed', 'the']",MarkTwain
"['glasses', 'and\n', 'hunted', 'everywheres', 'for', 'London,', 'but', ""couldn't"", 'find', 'hair', 'nor', 'hide', 'of', 'it,\n', 'nor', 'any', 'other', 'settlement--nor', 'any', 'sign', 'of', 'a', 'lake', 'or', 'a']",MarkTwain
"['river,', 'either.\n', 'Tom', 'was', 'clean', 'beat.', 'He', 'said', 'it', ""warn't"", 'his', 'notion', 'of', 'England;', 'he', 'thought\n', 'England', 'looked', 'like', 'America,', 'and', 'always', 'had', 'that', 'idea.']",MarkTwain
"['So', 'he', 'said', 'we\n', 'better', 'have', 'breakfast,', 'and', 'then', 'drop', 'down', 'and', 'inquire', 'the', 'quickest', 'way\n', 'to', 'London.', 'We', 'cut', 'the', 'breakfast', 'pretty', 'short,', 'we']",MarkTwain
"['was', 'so', 'impatient.', 'As\n', 'we', 'slanted', 'along', 'down,', 'the', 'weather', 'began', 'to', 'moderate,', 'and', 'pretty', 'soon', 'we\n', 'shed', 'our', 'furs.', 'But', 'it', 'kept', 'ON', 'moderating,']",MarkTwain
"['and', 'in', 'a', 'precious', 'little', 'while\n', 'it', 'was', ""'most"", 'too', 'moderate.', 'We', 'was', 'close', 'down', 'now,', 'and', 'just', 'blistering!\n', '\n', 'We', 'settled', 'down', 'to', 'within']",MarkTwain
"['thirty', 'foot', 'of', 'the', 'land--that', 'is,', 'it', 'was', 'land\n', 'if', 'sand', 'is', 'land;', 'for', 'this', ""wasn't"", 'anything', 'but', 'pure', 'sand.', 'Tom', 'and', 'me\n', 'clumb', 'down']",MarkTwain
"['the', 'ladder', 'and', 'took', 'a', 'run', 'to', 'stretch', 'our', 'legs,', 'and', 'it', 'felt\n', 'amazing', 'good--that', 'is,', 'the', 'stretching', 'did,', 'but', 'the', 'sand', 'scorched', 'our\n', 'feet']",MarkTwain
"['like', 'hot', 'embers.', 'Next,', 'we', 'see', 'somebody', 'coming,', 'and', 'started', 'to\n', 'meet', 'him;', 'but', 'we', 'heard', 'Jim', 'shout,', 'and', 'looked', 'around', 'and', 'he', 'was', 'fairly\n']",MarkTwain
"['dancing,', 'and', 'making', 'signs,', 'and', 'yelling.', 'We', ""couldn't"", 'make', 'out', 'what\n', 'he', 'said,', 'but', 'we', 'was', 'scared', 'anyway,', 'and', 'begun', 'to', 'heel', 'it', 'back', 'to']",MarkTwain
"['the\n', 'balloon.', 'When', 'we', 'got', 'close', 'enough,', 'we', 'understood', 'the', 'words,', 'and', 'they\n', 'made', 'me', 'sick:\n', '\n', 'ï¿½Run!', 'Run', ""fo'"", ""yo'"", 'life!', ""Hit's"", 'a', 'lion;']",MarkTwain
"['I', 'kin', 'see', 'him', 'thoo', 'de', 'glass!\n', 'Run,', 'boys;', 'do', 'please', 'heel', 'it', 'de', ""bes'"", 'you', 'kin.', ""He's"", ""bu'sted"", 'outen', 'de\n', 'menagerie,', 'en', 'dey', ""ain't""]",MarkTwain
"['nobody', 'to', 'stop', 'him!ï¿½\n', '\n', 'It', 'made', 'Tom', 'fly,', 'but', 'it', 'took', 'the', 'stiffening', 'all', 'out', 'of', 'my', 'legs.', 'I', 'could\n', 'only', 'just', 'gasp', 'along']",MarkTwain
"['the', 'way', 'you', 'do', 'in', 'a', 'dream', 'when', ""there's"", 'a', 'ghost\n', 'gaining', 'on', 'you.\n', '\n', 'Tom', 'got', 'to', 'the', 'ladder', 'and', 'shinned', 'up', 'it', 'a']",MarkTwain
"['piece', 'and', 'waited', 'for', 'me;', 'and\n', 'as', 'soon', 'as', 'I', 'got', 'a', 'foothold', 'on', 'it', 'he', 'shouted', 'to', 'Jim', 'to', 'soar', 'away.', 'But\n', 'Jim', 'had']",MarkTwain
"['clean', 'lost', 'his', 'head,', 'and', 'said', 'he', 'had', 'forgot', 'how.', 'So', 'Tom', 'shinned\n', 'along', 'up', 'and', 'told', 'me', 'to', 'follow;', 'but', 'the', 'lion', 'was', 'arriving,']",MarkTwain
"['fetching', 'a\n', 'most', 'ghastly', 'roar', 'with', 'every', 'lope,', 'and', 'my', 'legs', 'shook', 'so', 'I', ""dasn't"", 'try', 'to\n', 'take', 'one', 'of', 'them', 'out', 'of', 'the', 'rounds']",MarkTwain
"['for', 'fear', 'the', 'other', 'one', 'would', 'give', 'way\n', 'under', 'me.\n', '\n', 'But', 'Tom', 'was', 'aboard', 'by', 'this', 'time,', 'and', 'he', 'started', 'the', 'balloon', 'up', 'a']",MarkTwain
"['little,\n', 'and', 'stopped', 'it', 'again', 'as', 'soon', 'as', 'the', 'end', 'of', 'the', 'ladder', 'was', 'ten', 'or', 'twelve\n', 'feet', 'above', 'ground.', 'And', 'there', 'was', 'the', 'lion,']",MarkTwain
"['a-ripping', 'around', 'under', 'me,\n', 'and', 'roaring', 'and', 'springing', 'up', 'in', 'the', 'air', 'at', 'the', 'ladder,', 'and', 'only', 'missing\n', 'it', 'about', 'a', 'quarter', 'of', 'an', 'inch,']",MarkTwain
"['it', 'seemed', 'to', 'me.', 'It', 'was', 'delicious', 'to\n', 'be', 'out', 'of', 'his', 'reach,', 'perfectly', 'delicious,', 'and', 'made', 'me', 'feel', 'good', 'and\n', 'thankful', 'all', 'up', 'one']",MarkTwain
"['side;', 'but', 'I', 'was', 'hanging', 'there', 'helpless', 'and', ""couldn't\n"", 'climb,', 'and', 'that', 'made', 'me', 'feel', 'perfectly', 'wretched', 'and', 'miserable', 'all', 'down\n', 'the', 'other.', 'It', 'is']",MarkTwain
"['most', 'seldom', 'that', 'a', 'person', 'feels', 'so', 'mixed', 'like', 'that;', 'and\n', 'it', 'is', 'not', 'to', 'be', 'recommended,', 'either.\n', '\n', 'Tom', 'asked', 'me', 'what', ""he'd"", 'better']",MarkTwain
"['do,', 'but', 'I', ""didn't"", 'know.', 'He', 'asked', 'me', 'if', 'I\n', 'could', 'hold', 'on', 'whilst', 'he', 'sailed', 'away', 'to', 'a', 'safe', 'place', 'and', 'left', 'the', 'lion\n']",MarkTwain
"['behind.', 'I', 'said', 'I', 'could', 'if', 'he', ""didn't"", 'go', 'no', 'higher', 'than', 'he', 'was', 'now;', 'but', 'if\n', 'he', 'went', 'higher', 'I', 'would', 'lose', 'my', 'head']",MarkTwain
"['and', 'fall,', 'sure.', 'So', 'he', 'said,', 'ï¿½Take', 'a\n', 'good', 'grip,ï¿½', 'and', 'he', 'started.\n', '\n', ""ï¿½Don't"", 'go', 'so', 'fast,ï¿½', 'I', 'shouted.', 'ï¿½It', 'makes', 'my', 'head', 'swim.ï¿½\n']",MarkTwain
"['\n', 'He', 'had', 'started', 'like', 'a', 'lightning', 'express.', 'He', 'slowed', 'down,', 'and', 'we', 'glided\n', 'over', 'the', 'sand', 'slower,', 'but', 'still', 'in', 'a', 'kind', 'of', 'sickening']",MarkTwain
"['way;', 'for', 'it', 'IS\n', 'uncomfortable', 'to', 'see', 'things', 'sliding', 'and', 'gliding', 'under', 'you', 'like', 'that,', 'and\n', 'not', 'a', 'sound.\n', '\n', 'But', 'pretty', 'soon', 'there', 'was']",MarkTwain
"['plenty', 'of', 'sound,', 'for', 'the', 'lion', 'was', 'catching\n', 'up.', 'His', 'noise', 'fetched', 'others.', 'You', 'could', 'see', 'them', 'coming', 'on', 'the', 'lope', 'from\n', 'every', 'direction,', 'and']",MarkTwain
"['pretty', 'soon', 'there', 'was', 'a', 'couple', 'of', 'dozen', 'of', 'them\n', 'under', 'me,', 'jumping', 'up', 'at', 'the', 'ladder', 'and', 'snarling', 'and', 'snapping', 'at', 'each\n', 'other;', 'and']",MarkTwain
"['so', 'we', 'went', 'skimming', 'along', 'over', 'the', 'sand,', 'and', 'these', 'fellers\n', 'doing', 'what', 'they', 'could', 'to', 'help', 'us', 'to', 'not', 'forgit', 'the', 'occasion;', 'and', 'then\n']",MarkTwain
"['some', 'other', 'beasts', 'come,', 'without', 'an', 'invite,', 'and', 'they', 'started', 'a', 'regular\n', 'riot', 'down', 'there.\n', '\n', 'We', 'see', 'this', 'plan', 'was', 'a', 'mistake.', 'We', ""couldn't""]",MarkTwain
"['ever', 'git', 'away', 'from', 'them\n', 'at', 'this', 'gait,', 'and', 'I', ""couldn't"", 'hold', 'on', 'forever.', 'So', 'Tom', 'took', 'a', 'think,\n', 'and', 'struck', 'another', 'idea.', 'That', 'was,']",MarkTwain
"['to', 'kill', 'a', 'lion', 'with', 'the', 'pepper-box\n', 'revolver,', 'and', 'then', 'sail', 'away', 'while', 'the', 'others', 'stopped', 'to', 'fight', 'over\n', 'the', 'carcass.', 'So', 'he', 'stopped', 'the']",MarkTwain
"['balloon', 'still,', 'and', 'done', 'it,', 'and', 'then', 'we\n', 'sailed', 'off', 'while', 'the', 'fuss', 'was', 'going', 'on,', 'and', 'come', 'down', 'a', 'quarter', 'of', 'a\n', 'mile', 'off,']",MarkTwain
"['and', 'they', 'helped', 'me', 'aboard;', 'but', 'by', 'the', 'time', 'we', 'was', 'out', 'of', 'reach\n', 'again,', 'that', 'gang', 'was', 'on', 'hand', 'once', 'more.', 'And', 'when', 'they']",MarkTwain
"['see', 'we', 'was', 'really\n', 'gone', 'and', 'they', ""couldn't"", 'get', 'us,', 'they', 'sat', 'down', 'on', 'their', 'hams', 'and', 'looked', 'up\n', 'at', 'us', 'so', 'kind', 'of', 'disappointed']",MarkTwain
"['that', 'it', 'was', 'as', 'much', 'as', 'a', 'person', 'could', 'do\n', 'not', 'to', 'see', 'THEIR', 'side', 'of', 'the', 'matter.\n', '\n', '\n', '\n', 'CHAPTER', 'VI.', ""IT'S"", 'A']",MarkTwain
"['CARAVAN\n', '\n', 'I', 'WAS', 'so', 'weak', 'that', 'the', 'only', 'thing', 'I', 'wanted', 'was', 'a', 'chance', 'to', 'lay', 'down,', 'so\n', 'I', 'made', 'straight', 'for', 'my', 'locker-bunk,']",MarkTwain
"['and', 'stretched', 'myself', 'out', 'there.', 'But\n', 'a', 'body', ""couldn't"", 'get', 'back', 'his', 'strength', 'in', 'no', 'such', 'oven', 'as', 'that,', 'so', 'Tom\n', 'give', 'the', 'command', 'to']",MarkTwain
"['soar,', 'and', 'Jim', 'started', 'her', 'aloft.\n', '\n', 'We', 'had', 'to', 'go', 'up', 'a', 'mile', 'before', 'we', 'struck', 'comfortable', 'weather', 'where', 'it', 'was\n', 'breezy', 'and', 'pleasant']",MarkTwain
"['and', 'just', 'right,', 'and', 'pretty', 'soon', 'I', 'was', 'all', 'straight\n', 'again.', 'Tom', 'had', 'been', 'setting', 'quiet', 'and', 'thinking;', 'but', 'now', 'he', 'jumps', 'up', 'and\n', 'says:\n']",MarkTwain
"['\n', 'ï¿½I', 'bet', 'you', 'a', 'thousand', 'to', 'one', 'I', 'know', 'where', 'we', 'are.', ""We're"", 'in', 'the', 'Great\n', 'Sahara,', 'as', 'sure', 'as', 'guns!ï¿½\n', '\n', 'He', 'was']",MarkTwain
"['so', 'excited', 'he', ""couldn't"", 'hold', 'still;', 'but', 'I', ""wasn't."", 'I', 'says:\n', '\n', 'ï¿½Well,', 'then,', ""where's"", 'the', 'Great', 'Sahara?', 'In', 'England', 'or', 'in', 'Scotland?ï¿½\n', '\n', ""ï¿½'Tain't""]",MarkTwain
"['in', 'either;', ""it's"", 'in', 'Africa.ï¿½\n', '\n', ""Jim's"", 'eyes', 'bugged', 'out,', 'and', 'he', 'begun', 'to', 'stare', 'down', 'with', 'no', 'end', 'of\n', 'interest,', 'because', 'that', 'was', 'where']",MarkTwain
"['his', 'originals', 'come', 'from;', 'but', 'I', ""didn't\n"", 'more', 'than', 'half', 'believe', 'it.', 'I', ""couldn't,"", 'you', 'know;', 'it', 'seemed', 'too', 'awful', 'far\n', 'away', 'for', 'us', 'to']",MarkTwain
"['have', 'traveled.\n', '\n', 'But', 'Tom', 'was', 'full', 'of', 'his', 'discovery,', 'as', 'he', 'called', 'it,', 'and', 'said', 'the', 'lions\n', 'and', 'the', 'sand', 'meant', 'the', 'Great', 'Desert,']",MarkTwain
"['sure.', 'He', 'said', 'he', 'could', ""'a'"", 'found\n', 'out,', 'before', 'we', 'sighted', 'land,', 'that', 'we', 'was', 'crowding', 'the', 'land', 'somewheres,\n', 'if', 'he', 'had', 'thought', 'of', 'one']",MarkTwain
"['thing;', 'and', 'when', 'we', 'asked', 'him', 'what,', 'he', 'said:\n', '\n', 'ï¿½These', 'clocks.', ""They're"", 'chronometers.', 'You', 'always', 'read', 'about', 'them', 'in', 'sea\n', 'voyages.', 'One', 'of', 'them']",MarkTwain
"['is', 'keeping', 'Grinnage', 'time,', 'and', 'the', 'other', 'is', 'keeping\n', 'St.', 'Louis', 'time,', 'like', 'my', 'watch.', 'When', 'we', 'left', 'St.', 'Louis', 'it', 'was', 'four', 'in', 'the\n']",MarkTwain
"['afternoon', 'by', 'my', 'watch', 'and', 'this', 'clock,', 'and', 'it', 'was', 'ten', 'at', 'night', 'by', 'this\n', 'Grinnage', 'clock.', 'Well,', 'at', 'this', 'time', 'of', 'the', 'year', 'the']",MarkTwain
