sequences,author
"['glad', 'to', 'see', 'you,', 'dear;', 'but', ""don't"", 'stop,', ""don't\n"", ""stop!'\n"", '\n', ""'Yes,"", 'yes,', 'I', 'will,', 'to', 'say', ""good-b'ye"", 'to', ""you,'"", 'replied', 'Oliver.', ""'I"", 'shall\n', 'see']",CharlesDickens
"['you', 'again,', 'Dick.', '', 'I', 'know', 'I', 'shall!', '', 'You', 'will', 'be', 'well', 'and', ""happy!'\n"", '\n', ""'I"", 'hope', ""so,'"", 'replied', 'the', 'child.', '', ""'After"", 'I']",CharlesDickens
"['am', 'dead,', 'but', 'not', 'before.', '', 'I\n', 'know', 'the', 'doctor', 'must', 'be', 'right,', 'Oliver,', 'because', 'I', 'dream', 'so', 'much', 'of\n', 'Heaven,', 'and', 'Angels,', 'and', 'kind']",CharlesDickens
"['faces', 'that', 'I', 'never', 'see', 'when', 'I', 'am', 'awake.\n', 'Kiss', ""me,'"", 'said', 'the', 'child,', '', 'climbing', 'up', 'the', 'low', 'gate,', 'and', 'flinging', 'his\n', 'little', 'arms']",CharlesDickens
"['round', ""Oliver's"", 'neck.', ""'Good-b'ye,"", 'dear!', '', 'God', 'bless', ""you!'\n"", '\n', 'The', 'blessing', 'was', 'from', 'a', 'young', ""child's"", 'lips,', 'but', 'it', 'was', 'the', 'first', 'that\n', 'Oliver']",CharlesDickens
"['had', 'ever', 'heard', 'invoked', 'upon', 'his', 'head;', 'and', 'through', 'the', 'struggles\n', 'and', 'sufferings,', 'and', 'troubles', 'and', 'changes,', 'of', 'his', 'after', 'life,', 'he', 'never\n', 'once', 'forgot']",CharlesDickens
"['it.\n', '\n', '\n', '\n', 'CHAPTER', 'VIII\n', '\n', 'OLIVER', 'WALKS', 'TO', 'LONDON.', '', 'HE', 'ENCOUNTERS', 'ON', 'THE', 'ROAD', 'A', 'STRANGE', 'SORT', 'OF\n', 'YOUNG', 'GENTLEMAN\n', '\n', 'Oliver']",CharlesDickens
"['reached', 'the', 'stile', 'at', 'which', 'the', 'by-path', 'terminated;', 'and', 'once', 'more\n', 'gained', 'the', 'high-road.', '', 'It', 'was', 'eight', ""o'clock"", 'now.', 'Though', 'he', 'was', 'nearly\n', 'five']",CharlesDickens
"['miles', 'away', 'from', 'the', 'town,', 'he', 'ran,', 'and', 'hid', 'behind', 'the', 'hedges,', 'by\n', 'turns,', 'till', 'noon:', 'fearing', 'that', 'he', 'might', 'be', 'pursued', 'and', 'overtaken.', '']",CharlesDickens
"['Then\n', 'he', 'sat', 'down', 'to', 'rest', 'by', 'the', 'side', 'of', 'the', 'milestone,', 'and', 'began', 'to', 'think,\n', 'for', 'the', 'first', 'time,', 'where', 'he', 'had', 'better', 'go']",CharlesDickens
"['and', 'try', 'to', 'live.\n', '\n', 'The', 'stone', 'by', 'which', 'he', 'was', 'seated,', 'bore,', 'in', 'large', 'characters,', 'an\n', 'intimation', 'that', 'it', 'was', 'just', 'seventy', 'miles', 'from']",CharlesDickens
"['that', 'spot', 'to', 'London.', 'The\n', 'name', 'awakened', 'a', 'new', 'train', 'of', 'ideas', 'in', 'the', ""boy's"", 'mind.\n', '\n', 'London!--that', 'great', 'place!--nobody--not', 'even', 'Mr.', 'Bumble--could', 'ever\n', 'find']",CharlesDickens
"['him', 'there!', '', 'He', 'had', 'often', 'heard', 'the', 'old', 'men', 'in', 'the', 'workhouse,', 'too,\n', 'say', 'that', 'no', 'lad', 'of', 'spirit', 'need', 'want', 'in', 'London;', 'and']",CharlesDickens
"['that', 'there', 'were', 'ways\n', 'of', 'living', 'in', 'that', 'vast', 'city,', 'which', 'those', 'who', 'had', 'been', 'bred', 'up', 'in\n', 'country', 'parts', 'had', 'no', 'idea', 'of.', '']",CharlesDickens
"['It', 'was', 'the', 'very', 'place', 'for', 'a', 'homeless\n', 'boy,', 'who', 'must', 'die', 'in', 'the', 'streets', 'unless', 'some', 'one', 'helped', 'him.', 'As', 'these\n', 'things', 'passed', 'through']",CharlesDickens
"['his', 'thoughts,', 'he', 'jumped', 'upon', 'his', 'feet,', 'and', 'again\n', 'walked', 'forward.\n', '\n', 'He', 'had', 'diminished', 'the', 'distance', 'between', 'himself', 'and', 'London', 'by', 'full', 'four\n', 'miles']",CharlesDickens
"['more,', 'before', 'he', 'recollected', 'how', 'much', 'he', 'must', 'undergo', 'ere', 'he', 'could\n', 'hope', 'to', 'reach', 'his', 'place', 'of', 'destination.', 'As', 'this', 'consideration', 'forced\n', 'itself', 'upon']",CharlesDickens
"['him,', 'he', 'slackened', 'his', 'pace', 'a', 'little,', 'and', 'meditated', 'upon', 'his\n', 'means', 'of', 'getting', 'there.', '', 'He', 'had', 'a', 'crust', 'of', 'bread,', 'a', 'coarse', 'shirt,']",CharlesDickens
"['and\n', 'two', 'pairs', 'of', 'stockings,', 'in', 'his', 'bundle.', '', 'He', 'had', 'a', 'penny', 'too--a', 'gift', 'of\n', ""Sowerberry's"", 'after', 'some', 'funeral', 'in', 'which', 'he', 'had', 'acquitted']",CharlesDickens
"['himself', 'more\n', 'than', 'ordinarily', 'well--in', 'his', 'pocket.', ""'A"", 'clean', ""shirt,'"", 'thought', 'Oliver,\n', ""'is"", 'a', 'very', 'comfortable', 'thing;', 'and', 'so', 'are', 'two', 'pairs', 'of', 'darned', 'stockings;\n']",CharlesDickens
"['and', 'so', 'is', 'a', 'penny;', 'but', 'they', 'are', 'small', 'helps', 'to', 'a', 'sixty-five', ""miles'"", 'walk\n', 'in', 'winter', ""time.'"", '', 'But', ""Oliver's"", 'thoughts,', 'like', 'those', 'of']",CharlesDickens
"['most', 'other\n', 'people,', 'although', 'they', 'were', 'extremely', 'ready', 'and', 'active', 'to', 'point', 'out', 'his\n', 'difficulties,', 'were', 'wholly', 'at', 'a', 'loss', 'to', 'suggest', 'any', 'feasible', 'mode']",CharlesDickens
"['of\n', 'surmounting', 'them;', 'so,', 'after', 'a', 'good', 'deal', 'of', 'thinking', 'to', 'no', 'particular\n', 'purpose,', 'he', 'changed', 'his', 'little', 'bundle', 'over', 'to', 'the', 'other', 'shoulder,', 'and\n']",CharlesDickens
"['trudged', 'on.\n', '\n', 'Oliver', 'walked', 'twenty', 'miles', 'that', 'day;', 'and', 'all', 'that', 'time', 'tasted', 'nothing\n', 'but', 'the', 'crust', 'of', 'dry', 'bread,', 'and', 'a', 'few', 'draughts']",CharlesDickens
"['of', 'water,', 'which', 'he\n', 'begged', 'at', 'the', 'cottage-doors', 'by', 'the', 'road-side.', '', 'When', 'the', 'night', 'came,', 'he\n', 'turned', 'into', 'a', 'meadow;', 'and,', 'creeping', 'close', 'under']",CharlesDickens
"['a', 'hay-rick,', 'determined\n', 'to', 'lie', 'there,', 'till', 'morning.', '', 'He', 'felt', 'frightened', 'at', 'first,', 'for', 'the', 'wind\n', 'moaned', 'dismally', 'over', 'the', 'empty', 'fields:', 'and', 'he']",CharlesDickens
"['was', 'cold', 'and', 'hungry,', 'and\n', 'more', 'alone', 'than', 'he', 'had', 'ever', 'felt', 'before.', '', 'Being', 'very', 'tired', 'with', 'his\n', 'walk,', 'however,', 'he', 'soon', 'fell', 'asleep']",CharlesDickens
"['and', 'forgot', 'his', 'troubles.\n', '\n', 'He', 'felt', 'cold', 'and', 'stiff,', 'when', 'he', 'got', 'up', 'next', 'morning,', 'and', 'so', 'hungry', 'that\n', 'he', 'was', 'obliged', 'to', 'exchange']",CharlesDickens
"['the', 'penny', 'for', 'a', 'small', 'loaf,', 'in', 'the', 'very\n', 'first', 'village', 'through', 'which', 'he', 'passed.', '', 'He', 'had', 'walked', 'no', 'more', 'than\n', 'twelve', 'miles,', 'when']",CharlesDickens
"['night', 'closed', 'in', 'again.', 'His', 'feet', 'were', 'sore,', 'and', 'his\n', 'legs', 'so', 'weak', 'that', 'they', 'trembled', 'beneath', 'him.', '', 'Another', 'night', 'passed', 'in\n', 'the', 'bleak']",CharlesDickens
"['damp', 'air,', 'made', 'him', 'worse;', 'when', 'he', 'set', 'forward', 'on', 'his', 'journey\n', 'next', 'morning', 'he', 'could', 'hardly', 'crawl', 'along.\n', '\n', 'He', 'waited', 'at', 'the', 'bottom']",CharlesDickens
"['of', 'a', 'steep', 'hill', 'till', 'a', 'stage-coach', 'came', 'up,', 'and\n', 'then', 'begged', 'of', 'the', 'outside', 'passengers;', 'but', 'there', 'were', 'very', 'few', 'who', 'took\n', 'any', 'notice']",CharlesDickens
"['of', 'him:', 'and', 'even', 'those', 'told', 'him', 'to', 'wait', 'till', 'they', 'got', 'to', 'the\n', 'top', 'of', 'the', 'hill,', 'and', 'then', 'let', 'them', 'see', 'how', 'far']",CharlesDickens
"['he', 'could', 'run', 'for', 'a\n', 'halfpenny.', '', 'Poor', 'Oliver', 'tried', 'to', 'keep', 'up', 'with', 'the', 'coach', 'a', 'little', 'way,\n', 'but', 'was', 'unable', 'to', 'do', 'it,']",CharlesDickens
"['by', 'reason', 'of', 'his', 'fatigue', 'and', 'sore', 'feet.', '', 'When\n', 'the', 'outsides', 'saw', 'this,', 'they', 'put', 'their', 'halfpence', 'back', 'into', 'their', 'pockets\n', 'again,', 'declaring', 'that']",CharlesDickens
"['he', 'was', 'an', 'idle', 'young', 'dog,', 'and', ""didn't"", 'deserve\n', 'anything;', 'and', 'the', 'coach', 'rattled', 'away', 'and', 'left', 'only', 'a', 'cloud', 'of', 'dust\n', 'behind.\n', '\n', 'In']",CharlesDickens
"['some', 'villages,', 'large', 'painted', 'boards', 'were', 'fixed', 'up:', 'warning', 'all\n', 'persons', 'who', 'begged', 'within', 'the', 'district,', 'that', 'they', 'would', 'be', 'sent', 'to\n', 'jail.', '', 'This']",CharlesDickens
"['frightened', 'Oliver', 'very', 'much,', 'and', 'made', 'him', 'glad', 'to', 'get', 'out\n', 'of', 'those', 'villages', 'with', 'all', 'possible', 'expedition.', '', 'In', 'others,', 'he', 'would\n', 'stand', 'about']",CharlesDickens
"['the', 'inn-yards,', 'and', 'look', 'mournfully', 'at', 'every', 'one', 'who', 'passed:\n', 'a', 'proceeding', 'which', 'generally', 'terminated', 'in', 'the', ""landlady's"", 'ordering', 'one\n', 'of', 'the', 'post-boys', 'who', 'were']",CharlesDickens
"['lounging', 'about,', 'to', 'drive', 'that', 'strange', 'boy', 'out\n', 'of', 'the', 'place,', 'for', 'she', 'was', 'sure', 'he', 'had', 'come', 'to', 'steal', 'something.', '', 'If', 'he\n', 'begged']",CharlesDickens
"['at', 'a', ""farmer's"", 'house,', 'ten', 'to', 'one', 'but', 'they', 'threatened', 'to', 'set', 'the\n', 'dog', 'on', 'him;', 'and', 'when', 'he', 'showed', 'his', 'nose', 'in', 'a', 'shop,']",CharlesDickens
"['they', 'talked', 'about\n', 'the', 'beadle--which', 'brought', ""Oliver's"", 'heart', 'into', 'his', 'mouth,--very', 'often\n', 'the', 'only', 'thing', 'he', 'had', 'there,', 'for', 'many', 'hours', 'together.\n', '\n', 'In', 'fact,']",CharlesDickens
"['if', 'it', 'had', 'not', 'been', 'for', 'a', 'good-hearted', 'turnpike-man,', 'and', 'a\n', 'benevolent', 'old', 'lady,', ""Oliver's"", 'troubles', 'would', 'have', 'been', 'shortened', 'by', 'the\n', 'very', 'same', 'process']",CharlesDickens
"['which', 'had', 'put', 'an', 'end', 'to', 'his', ""mother's;"", 'in', 'other', 'words,\n', 'he', 'would', 'most', 'assuredly', 'have', 'fallen', 'dead', 'upon', 'the', ""king's"", 'highway.', '', 'But\n', 'the']",CharlesDickens
"['turnpike-man', 'gave', 'him', 'a', 'meal', 'of', 'bread', 'and', 'cheese;', 'and', 'the', 'old', 'lady,\n', 'who', 'had', 'a', 'shipwrecked', 'grandson', 'wandering', 'barefoot', 'in', 'some', 'distant', 'part\n', 'of']",CharlesDickens
"['the', 'earth,', 'took', 'pity', 'upon', 'the', 'poor', 'orphan,', 'and', 'gave', 'him', 'what', 'little\n', 'she', 'could', 'afford--and', 'more--with', 'such', 'kind', 'and', 'gentle', 'words,', 'and', 'such\n', 'tears']",CharlesDickens
"['of', 'sympathy', 'and', 'compassion,', 'that', 'they', 'sank', 'deeper', 'into', ""Oliver's\n"", 'soul,', 'than', 'all', 'the', 'sufferings', 'he', 'had', 'ever', 'undergone.\n', '\n', 'Early', 'on', 'the', 'seventh', 'morning']",CharlesDickens
"['after', 'he', 'had', 'left', 'his', 'native', 'place,', 'Oliver\n', 'limped', 'slowly', 'into', 'the', 'little', 'town', 'of', 'Barnet.', 'The', 'window-shutters', 'were\n', 'closed;', 'the', 'street', 'was', 'empty;', 'not']",CharlesDickens
"['a', 'soul', 'had', 'awakened', 'to', 'the', 'business\n', 'of', 'the', 'day.', '', 'The', 'sun', 'was', 'rising', 'in', 'all', 'its', 'splendid', 'beauty;', 'but', 'the\n', 'light', 'only', 'served']",CharlesDickens
"['to', 'show', 'the', 'boy', 'his', 'own', 'lonesomeness', 'and', 'desolation,\n', 'as', 'he', 'sat,', 'with', 'bleeding', 'feet', 'and', 'covered', 'with', 'dust,', 'upon', 'a', 'door-step.\n', '\n', 'By', 'degrees,']",CharlesDickens
"['the', 'shutters', 'were', 'opened;', 'the', 'window-blinds', 'were', 'drawn', 'up;\n', 'and', 'people', 'began', 'passing', 'to', 'and', 'fro.', '', 'Some', 'few', 'stopped', 'to', 'gaze', 'at\n', 'Oliver', 'for']",CharlesDickens
"['a', 'moment', 'or', 'two,', 'or', 'turned', 'round', 'to', 'stare', 'at', 'him', 'as', 'they\n', 'hurried', 'by;', 'but', 'none', 'relieved', 'him,', 'or', 'troubled', 'themselves', 'to', 'inquire\n', 'how']",CharlesDickens
"['he', 'came', 'there.', 'He', 'had', 'no', 'heart', 'to', 'beg.', 'And', 'there', 'he', 'sat.\n', '\n', 'He', 'had', 'been', 'crouching', 'on', 'the', 'step', 'for', 'some', 'time:', 'wondering']",CharlesDickens
"['at', 'the', 'great\n', 'number', 'of', 'public-houses', '(every', 'other', 'house', 'in', 'Barnet', 'was', 'a', 'tavern,\n', 'large', 'or', 'small),', 'gazing', 'listlessly', 'at', 'the', 'coaches', 'as', 'they', 'passed\n']",CharlesDickens
"['through,', 'and', 'thinking', 'how', 'strange', 'it', 'seemed', 'that', 'they', 'could', 'do,', 'with\n', 'ease,', 'in', 'a', 'few', 'hours,', 'what', 'it', 'had', 'taken', 'him', 'a', 'whole', 'week']",CharlesDickens
"['of', 'courage', 'and\n', 'determination', 'beyond', 'his', 'years', 'to', 'accomplish:', 'when', 'he', 'was', 'roused', 'by\n', 'observing', 'that', 'a', 'boy,', 'who', 'had', 'passed', 'him', 'carelessly', 'some', 'minutes\n']",CharlesDickens
"['before,', 'had', 'returned,', 'and', 'was', 'now', 'surveying', 'him', 'most', 'earnestly', 'from', 'the\n', 'opposite', 'side', 'of', 'the', 'way.', '', 'He', 'took', 'little', 'heed', 'of', 'this', 'at']",CharlesDickens
"['first;', 'but\n', 'the', 'boy', 'remained', 'in', 'the', 'same', 'attitude', 'of', 'close', 'observation', 'so', 'long,\n', 'that', 'Oliver', 'raised', 'his', 'head,', 'and', 'returned', 'his', 'steady', 'look.', '']",CharlesDickens
"['Upon', 'this,\n', 'the', 'boy', 'crossed', 'over;', 'and', 'walking', 'close', 'up', 'to', 'Oliver,', 'said,\n', '\n', ""'Hullo,"", 'my', 'covey!', '', ""What's"", 'the', ""row?'\n"", '\n', 'The', 'boy', 'who']",CharlesDickens
"['addressed', 'this', 'inquiry', 'to', 'the', 'young', 'wayfarer,', 'was', 'about', 'his\n', 'own', 'age:', 'but', 'one', 'of', 'the', 'queerest', 'looking', 'boys', 'that', 'Oliver', 'had', 'even\n', 'seen.', '']",CharlesDickens
"['He', 'was', 'a', 'snub-nosed,', 'flat-browed,', 'common-faced', 'boy', 'enough;', 'and\n', 'as', 'dirty', 'a', 'juvenile', 'as', 'one', 'would', 'wish', 'to', 'see;', 'but', 'he', 'had', 'about', 'him', 'all\n']",CharlesDickens
"['the', 'airs', 'and', 'manners', 'of', 'a', 'man.', '', 'He', 'was', 'short', 'of', 'his', 'age:', 'with', 'rather\n', 'bow-legs,', 'and', 'little,', 'sharp,', 'ugly', 'eyes.', '', 'His', 'hat']",CharlesDickens
"['was', 'stuck', 'on', 'the', 'top\n', 'of', 'his', 'head', 'so', 'lightly,', 'that', 'it', 'threatened', 'to', 'fall', 'off', 'every\n', 'moment--and', 'would', 'have', 'done', 'so,', 'very', 'often,', 'if']",CharlesDickens
"['the', 'wearer', 'had', 'not', 'had', 'a\n', 'knack', 'of', 'every', 'now', 'and', 'then', 'giving', 'his', 'head', 'a', 'sudden', 'twitch,', 'which\n', 'brought', 'it', 'back', 'to', 'its', 'old']",CharlesDickens
"['place', 'again.', '', 'He', 'wore', 'a', ""man's"", 'coat,', 'which\n', 'reached', 'nearly', 'to', 'his', 'heels.', '', 'He', 'had', 'turned', 'the', 'cuffs', 'back,', 'half-way', 'up\n', 'his', 'arm,']",CharlesDickens
"['to', 'get', 'his', 'hands', 'out', 'of', 'the', 'sleeves:', 'apparently', 'with', 'the\n', 'ultimate', 'view', 'of', 'thrusting', 'them', 'into', 'the', 'pockets', 'of', 'his', 'corduroy\n', 'trousers;', 'for', 'there']",CharlesDickens
"['he', 'kept', 'them.', '', 'He', 'was,', 'altogether,', 'as', 'roystering\n', 'and', 'swaggering', 'a', 'young', 'gentleman', 'as', 'ever', 'stood', 'four', 'feet', 'six,', 'or\n', 'something', 'less,', 'in', 'the']",CharlesDickens
"['bluchers.\n', '\n', ""'Hullo,"", 'my', 'covey!', '', ""What's"", 'the', ""row?'"", 'said', 'this', 'strange', 'young', 'gentleman\n', 'to', 'Oliver.\n', '\n', ""'I"", 'am', 'very', 'hungry', 'and', ""tired,'"", 'replied', 'Oliver:']",CharlesDickens
"['the', 'tears', 'standing', 'in', 'his\n', 'eyes', 'as', 'he', 'spoke.', ""'I"", 'have', 'walked', 'a', 'long', 'way.', '', 'I', 'have', 'been', 'walking', 'these\n', 'seven', ""days.'\n"", '\n', ""'Walking""]",CharlesDickens
"['for', 'sivin', ""days!'"", 'said', 'the', 'young', 'gentleman.', '', ""'Oh,"", 'I', 'see.', ""Beak's\n"", 'order,', 'eh?', '', ""But,'"", 'he', 'added,', 'noticing', ""Oliver's"", 'look', 'of', 'surprise,', ""'I\n"", 'suppose']",CharlesDickens
"['you', ""don't"", 'know', 'what', 'a', 'beak', 'is,', 'my', 'flash', ""com-pan-i-on.'\n"", '\n', 'Oliver', 'mildly', 'replied,', 'that', 'he', 'had', 'always', 'heard', 'a', ""bird's"", 'mouth\n', 'described', 'by', 'the']",CharlesDickens
"['term', 'in', 'question.\n', '\n', ""'My"", 'eyes,', 'how', ""green!'"", 'exclaimed', 'the', 'young', 'gentleman.', ""'Why,"", 'a', ""beak's"", 'a\n', ""madgst'rate;"", 'and', 'when', 'you', 'walk', 'by', 'a', ""beak's"", 'order,']",CharlesDickens
"[""it's"", 'not', 'straight\n', 'forerd,', 'but', 'always', 'agoing', 'up,', 'and', 'niver', 'a', 'coming', 'down', 'agin.', '', 'Was', 'you\n', 'never', 'on', 'the', ""mill?'\n"", '\n', ""'What"", ""mill?'"", 'inquired']",CharlesDickens
"['Oliver.\n', '\n', ""'What"", 'mill!', '', 'Why,', '_the_', 'mill--the', 'mill', 'as', 'takes', 'up', 'so', 'little', 'room', 'that\n', ""it'll"", 'work', 'inside', 'a', 'Stone', 'Jug;', 'and', 'always', 'goes']",CharlesDickens
"['better', 'when', 'the', ""wind's\n"", 'low', 'with', 'people,', 'than', 'when', ""it's"", 'high;', 'acos', 'then', 'they', ""can't"", 'get', 'workmen.\n', 'But', ""come,'"", 'said', 'the', 'young', 'gentleman;', ""'you"", 'want']",CharlesDickens
"['grub,', 'and', 'you', 'shall', 'have\n', 'it.', '', ""I'm"", 'at', 'low-water-mark', 'myself--only', 'one', 'bob', 'and', 'a', 'magpie;', 'but,', 'as\n', 'far', 'as', 'it', 'goes,', ""I'll"", 'fork', 'out']",CharlesDickens
"['and', 'stump.', '', 'Up', 'with', 'you', 'on', 'your', 'pins.\n', 'There!', '', 'Now', 'then!', ""'Morrice!'\n"", '\n', 'Assisting', 'Oliver', 'to', 'rise,', 'the', 'young', 'gentleman', 'took', 'him', 'to']",CharlesDickens
"['an', 'adjacent\n', ""chandler's"", 'shop,', 'where', 'he', 'purchased', 'a', 'sufficiency', 'of', 'ready-dressed', 'ham\n', 'and', 'a', 'half-quartern', 'loaf,', 'or,', 'as', 'he', 'himself', 'expressed', 'it,', ""'a"", 'fourpenny\n', ""bran!'""]",CharlesDickens
"['the', 'ham', 'being', 'kept', 'clean', 'and', 'preserved', 'from', 'dust,', 'by', 'the\n', 'ingenious', 'expedient', 'of', 'making', 'a', 'hole', 'in', 'the', 'loaf', 'by', 'pulling', 'out', 'a\n', 'portion']",CharlesDickens
"['of', 'the', 'crumb,', 'and', 'stuffing', 'it', 'therein.', '', 'Taking', 'the', 'bread', 'under\n', 'his', 'arm,', 'the', 'young', 'gentlman', 'turned', 'into', 'a', 'small', 'public-house,', 'and', 'led\n', 'the']",CharlesDickens
"['way', 'to', 'a', 'tap-room', 'in', 'the', 'rear', 'of', 'the', 'premises.', 'Here,', 'a', 'pot', 'of', 'beer\n', 'was', 'brought', 'in,', 'by', 'direction', 'of', 'the', 'mysterious', 'youth;', 'and']",CharlesDickens
"['Oliver,\n', 'falling', 'to,', 'at', 'his', 'new', ""friend's"", 'bidding,', 'made', 'a', 'long', 'and', 'hearty', 'meal,\n', 'during', 'the', 'progress', 'of', 'which', 'the', 'strange', 'boy', 'eyed', 'him', 'from']",CharlesDickens
"['time', 'to', 'time\n', 'with', 'great', 'attention.\n', '\n', ""'Going"", 'to', ""London?'"", 'said', 'the', 'strange', 'boy,', 'when', 'Oliver', 'had', 'at', 'length\n', 'concluded.\n', '\n', ""'Yes.'\n"", '\n', ""'Got"", 'any']",CharlesDickens
"[""lodgings?'\n"", '\n', ""'No.'\n"", '\n', ""'Money?'\n"", '\n', ""'No.'\n"", '\n', 'The', 'strange', 'boy', 'whistled;', 'and', 'put', 'his', 'arms', 'into', 'his', 'pockets,', 'as', 'far', 'as\n', 'the', 'big', 'coat-sleeves']",CharlesDickens
"['would', 'let', 'them', 'go.\n', '\n', ""'Do"", 'you', 'live', 'in', ""London?'"", 'inquired', 'Oliver.\n', '\n', ""'Yes."", 'I', 'do,', 'when', ""I'm"", 'at', ""home,'"", 'replied', 'the', 'boy.', ""'I"", 'suppose']",CharlesDickens
"['you', 'want\n', 'some', 'place', 'to', 'sleep', 'in', 'to-night,', ""don't"", ""you?'\n"", '\n', ""'I"", 'do,', ""indeed,'"", 'answered', 'Oliver.', ""'I"", 'have', 'not', 'slept', 'under', 'a', 'roof', 'since', 'I\n']",CharlesDickens
"['left', 'the', ""country.'\n"", '\n', ""'Don't"", 'fret', 'your', 'eyelids', 'on', 'that', ""score,'"", 'said', 'the', 'young', 'gentleman.\n', ""'I've"", 'got', 'to', 'be', 'in', 'London', 'to-night;', 'and', 'I', 'know']",CharlesDickens
"['a', ""'spectable"", 'old\n', 'gentleman', 'as', 'lives', 'there,', ""wot'll"", 'give', 'you', 'lodgings', 'for', 'nothink,', 'and\n', 'never', 'ask', 'for', 'the', 'change--that', 'is,', 'if', 'any', 'genelman', 'he', 'knows']",CharlesDickens
"['interduces\n', 'you.', 'And', ""don't"", 'he', 'know', 'me?', '', 'Oh,', 'no!', 'Not', 'in', 'the', 'least!', '', 'By', 'no', 'means.\n', 'Certainly', ""not!'\n"", '\n', 'The', 'young', 'gentleman', 'smiled,']",CharlesDickens
"['as', 'if', 'to', 'intimate', 'that', 'the', 'latter', 'fragments\n', 'of', 'discourse', 'were', 'playfully', 'ironical;', 'and', 'finished', 'the', 'beer', 'as', 'he', 'did\n', 'so.\n', '\n', 'This', 'unexpected', 'offer']",CharlesDickens
"['of', 'shelter', 'was', 'too', 'tempting', 'to', 'be', 'resisted;\n', 'especially', 'as', 'it', 'was', 'immediately', 'followed', 'up,', 'by', 'the', 'assurance', 'that', 'the\n', 'old', 'gentleman', 'referred', 'to,', 'would']",CharlesDickens
"['doubtless', 'provide', 'Oliver', 'with', 'a\n', 'comfortable', 'place,', 'without', 'loss', 'of', 'time.', '', 'This', 'led', 'to', 'a', 'more', 'friendly\n', 'and', 'confidential', 'dialogue;', 'from', 'which', 'Oliver', 'discovered']",CharlesDickens
"['that', 'his\n', ""friend's"", 'name', 'was', 'Jack', 'Dawkins,', 'and', 'that', 'he', 'was', 'a', 'peculiar', 'pet', 'and\n', 'protege', 'of', 'the', 'elderly', 'gentleman', 'before', 'mentioned.\n', '\n', 'Mr.', ""Dawkin's""]",CharlesDickens
"['appearance', 'did', 'not', 'say', 'a', 'vast', 'deal', 'in', 'favour', 'of', 'the\n', 'comforts', 'which', 'his', ""patron's"", 'interest', 'obtained', 'for', 'those', 'whom', 'he', 'took\n', 'under', 'his', 'protection;']",CharlesDickens
"['but,', 'as', 'he', 'had', 'a', 'rather', 'flightly', 'and', 'dissolute\n', 'mode', 'of', 'conversing,', 'and', 'furthermore', 'avowed', 'that', 'among', 'his', 'intimate\n', 'friends', 'he', 'was', 'better', 'known', 'by']",CharlesDickens
"['the', 'sobriquet', 'of', ""'The"", 'Artful', ""Dodger,'\n"", 'Oliver', 'concluded', 'that,', 'being', 'of', 'a', 'dissipated', 'and', 'careless', 'turn,', 'the\n', 'moral', 'precepts', 'of', 'his', 'benefactor', 'had', 'hitherto', 'been']",CharlesDickens
"['thrown', 'away', 'upon\n', 'him.', '', 'Under', 'this', 'impression,', 'he', 'secretly', 'resolved', 'to', 'cultivate', 'the', 'good\n', 'opinion', 'of', 'the', 'old', 'gentleman', 'as', 'quickly', 'as', 'possible;', 'and,']",CharlesDickens
"['if', 'he', 'found\n', 'the', 'Dodger', 'incorrigible,', 'as', 'he', 'more', 'than', 'half', 'suspected', 'he', 'should,', 'to\n', 'decline', 'the', 'honour', 'of', 'his', 'farther', 'acquaintance.\n', '\n', 'As', 'John']",CharlesDickens
"['Dawkins', 'objected', 'to', 'their', 'entering', 'London', 'before', 'nightfall,', 'it\n', 'was', 'nearly', 'eleven', ""o'clock"", 'when', 'they', 'reached', 'the', 'turnpike', 'at', 'Islington.\n', 'They', 'crossed', 'from', 'the', 'Angel']",CharlesDickens
"['into', 'St.', ""John's"", 'Road;', 'struck', 'down', 'the', 'small\n', 'street', 'which', 'terminates', 'at', ""Sadler's"", 'Wells', 'Theatre;', 'through', 'Exmouth\n', 'Street', 'and', 'Coppice', 'Row;', 'down', 'the', 'little', 'court']",CharlesDickens
"['by', 'the', 'side', 'of', 'the\n', 'workhouse;', 'across', 'the', 'classic', 'ground', 'which', 'once', 'bore', 'the', 'name', 'of\n', 'Hockley-in-the-Hole;', 'thence', 'into', 'Little', 'Saffron', 'Hill;', 'and', 'so', 'into\n']",CharlesDickens
"['Saffron', 'Hill', 'the', 'Great:', 'along', 'which', 'the', 'Dodger', 'scudded', 'at', 'a', 'rapid', 'pace,\n', 'directing', 'Oliver', 'to', 'follow', 'close', 'at', 'his', 'heels.\n', '\n', 'Although', 'Oliver', 'had']",CharlesDickens
"['enough', 'to', 'occupy', 'his', 'attention', 'in', 'keeping', 'sight', 'of\n', 'his', 'leader,', 'he', 'could', 'not', 'help', 'bestowing', 'a', 'few', 'hasty', 'glances', 'on', 'either\n', 'side', 'of', 'the']",CharlesDickens
"['way,', 'as', 'he', 'passed', 'along.', '', 'A', 'dirtier', 'or', 'more', 'wretched', 'place\n', 'he', 'had', 'never', 'seen.', '', 'The', 'street', 'was', 'very', 'narrow', 'and', 'muddy,', 'and']",CharlesDickens
